gene_symbol,Hox_5,Hox_7,Hox_3,Hox_2,Hox_6,Hox_4,Hox_8,Hox_1,Hox_9,Hox_10,No_hox_9,No_hox_6,No_hox_7,No_hox_2,No_hox_3,No_hox_5,No_hox_1,No_hox_10,No_hox_4,No_hox_8
Him,6.488679740353045,6.556797106869894,6.382040164753038,6.494084578111853,6.520347330837433,6.425178586398987,6.3642709059181195,6.33603255103669,6.492936385806033,6.2579184527531,4.190936693765653,3.7140779389422645,4.20528946595666,3.944779693922781,4.157504681643273,3.4901843729240327,3.7928654009636458,3.939745099976009,3.7802193602571403,4.052052549128845
Mef2,5.616211901226331,5.6365153106678605,5.515637364642871,5.622315396590147,5.685761314145621,5.5012865529313,5.68672725105632,5.6405460152662235,5.59904139472151,5.589738736184502,3.218017860061118,3.320728098042987,3.2320102516938927,3.1335276629677447,3.0068236936031605,3.3139433420373123,3.5255183993621197,3.1286176595400272,3.56276402173812,3.4603016606387027
tsh,6.991854926852731,6.972872862095041,7.00089100940803,6.987198881403588,6.983469995952588,6.959838762878761,7.06701382638901,7.017442122076749,7.022471546294145,7.014794991898591,5.803813548709761,5.565036936950925,5.858838018040402,5.669157358173943,5.538887876250939,5.65992789322885,5.572289774192521,5.646403258775815,5.623285157272583,5.782837146275924
pb,3.749723544384989,3.5178430193584105,3.709548507226349,3.647011420711987,3.834385387109918,3.9313809431990956,3.2346345084645245,3.209682803910312,3.094004739358557,3.8228587386590993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cys,10.115010133379808,10.07831480128118,10.08322540460733,10.097490028559374,10.090495129283477,10.068740330713226,10.100329679373306,10.089237109234471,10.089273154800093,10.088844146078168,9.596757539170504,9.563696442023133,9.553105259471598,9.63406992227106,9.563445265354757,9.572351537112434,9.539843733913692,9.602613115588534,9.570620929931325,9.563531193233485
CG14207,7.705530922732304,7.731891487265996,7.694101121639542,7.6906146828204935,7.771078950160485,7.705524259263009,7.715921418995956,7.705452079090159,7.661289845777013,7.608486817020574,5.887986705820803,6.074329610711283,6.068420724845868,6.04786368067317,6.057726173154201,5.913882296889534,5.9874361773760745,6.0225873853313345,5.888144991771297,5.98725648435806
lab,3.3953778986999064,3.331230871017916,3.382824037257115,3.5343759379701307,3.545545249149485,3.6072919121244467,3.611316440061169,3.625047896956926,3.4661343880096362,3.3832906066075648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dfd,4.30700459576652,4.511962934279053,4.516155210387915,4.246811384703537,4.241007221162166,4.394001170412786,4.290863426742432,4.288999046047945,4.3597722324577495,4.306795730746846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scr,5.093760535590947,5.134168687081752,5.200689642383866,5.232260455032229,5.162015118710256,5.120356866947139,5.079805795284923,5.20341994626015,5.072511826267343,4.981287315668997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abd-B,6.315908800145211,6.247898968621829,6.474830420672959,6.248106646279862,6.305657812235835,6.348994666396421,6.3409957212353545,6.234512961977439,6.366556834106625,6.431163651279176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
