gene_names,Hox_2,Hox_10,Hox_1,Hox_13,Hox_14,Hox_7,Hox_11,Hox_15,Hox_3,Hox_9,Hox_4,Hox_12,Hox_8,Hox_5,Hox_6,No_hox_3,No_hox_5,No_hox_14,No_hox_15,No_hox_10,No_hox_7,No_hox_12,No_hox_2,No_hox_4,No_hox_11,No_hox_1,No_hox_13,No_hox_6,No_hox_8,No_hox_9
tup,5.6963827870499015,5.800745180155441,5.700887108109071,5.6849552596075785,5.701544385791769,5.77749905388968,5.842096572090233,5.704011873918713,5.5803590427993495,5.701770930515484,5.732617025620817,5.813763300521304,5.697293331854547,5.662029234315129,5.7745819795793665,5.725274618545501,5.753518531399128,5.456292624938233,5.769414891534735,5.908440379397342,5.907544536157468,5.707884292028329,5.907678341733306,5.813923133323315,5.82964549126457,5.809163537943625,6.291962988593001,5.806610684962168,6.127298359762344,5.951563467280266
TC009734,4.562884071879917,4.53200893729573,4.624337225019797,4.562387837832119,4.447633812709803,4.380198850639668,4.438444337831326,4.451901628642453,4.58851116816862,4.480620807196186,4.473966817005554,4.485142693758057,4.517567804438622,4.573388928095782,4.555589893467264,4.754645750184552,4.690369207373842,4.1807546280656815,4.444450851541784,4.467255256236185,4.639786818186831,4.302898820868757,4.736561007472795,4.796893605298884,4.525405057420459,4.554492936007506,4.728021807509451,4.707539527535072,4.801140703812535,4.841180661425245
Ets96B,1.4556366469430715,1.9340195290221542,1.8882069700111368,1.577684948880128,1.596737044666911,1.6783237812073488,1.5600886813096113,1.8031877800858729,1.9733677456769452,1.901031019869346,2.1118067450392606,2.505875337349407,2.0802064609213318,1.6897373401526385,2.306161829322467,0.0,0.0,2.0364872296483396,3.629185763178086,3.339142192630715,1.1873166994485937,2.0060056678530334,3.005469666601951,1.6237990007490377,2.0180724549638005,2.2365264101728357,2.6164726423178792,3.505197457629028,2.9982220976861202,3.511175509864345
ato,2.341039588880971,2.5869886107224094,2.5026664384167923,2.5617341217173033,2.6163410995144036,2.889850603788329,2.650234028979355,3.1406596374480964,2.62700086082034,2.3039427913578527,2.6822823633538206,2.6482997993806214,2.677258884193959,2.286060798154365,2.2065907174458856,1.6915318368148713,2.0839967213828334,2.6621655865555875,2.7790927225754802,2.309061757710966,3.2604399761834006,4.146164044894289,2.624460798317621,2.7247848801804007,3.023902996536801,3.338345180495774,3.349527733663133,2.63298223284848,2.8866541661512084,2.63870325755424
Fer2,5.122228011977978,5.217297180857489,5.586834566723486,5.2091392189350945,5.339186982039752,5.272319069775637,5.397781325715217,5.452113740696609,5.4156565905917216,5.639670425725283,5.452843823658308,5.7635110311790925,5.625850732958997,5.539679921117774,5.58666298629686,5.104903638018787,5.660011688360739,5.735761359698403,5.3278195096667424,5.696683977834617,5.901330979104626,5.918900027938617,5.666203433829466,5.691181600251231,5.921195189843834,5.423806197921111,6.239736605120072,5.396163011154666,5.743476438834152,5.899517084909024
Dll,4.754041996856769,4.844841397252149,4.959970871140148,4.837350733000617,5.216480423469072,4.691741635366775,4.7424691785833835,5.189257466602038,4.699139914744658,4.823050399971499,4.863426743859431,5.137462592189154,5.016822807039087,5.126605582047009,4.725252508484136,4.469830097227296,5.121168894117232,5.06705454435625,5.295889486194726,5.600948619448873,5.371370985230496,5.187359668601304,4.998340195142332,5.111560604311596,5.8672769570725585,5.208647085157379,4.899459832702938,5.690012145403709,5.7229238913153955,4.938880048372798
ss,4.350859448525455,4.714985722266423,4.548160688464009,4.737745277924966,4.512080776707183,4.7461672354387865,4.592493427752688,4.899148549188923,4.4792737716924576,4.442282617779079,5.042703202780265,4.913032541082167,4.614664995758111,4.867590421449935,4.439119533328536,3.8605566999186545,4.66859435305696,4.963946679934393,5.079384432393535,5.531621552209808,5.442874546280142,5.430745202808722,4.808704821467886,4.727289555674325,5.2817521886444405,4.716533198403839,5.1613165016427205,5.090309200732706,5.198029134674513,5.109598725989479
prd,3.1180242001015266,3.0672534568436918,3.2490753965211856,3.2977588439843073,3.336511210470798,2.644024186972128,2.468762399586992,2.9429525355065227,2.658489672175231,3.226620277830672,2.7128630754175487,2.5434278274376596,3.173320320087832,2.3299979599334093,2.479735946427586,2.8031943607132574,3.8693276687477742,2.9322444001132784,2.904831982854314,3.7327144034796897,2.8301445002946264,3.2859460142045567,3.2806956093012145,4.308135492129863,4.125340503354586,3.338345180495774,3.097638690143181,3.366707634714697,2.8866541661512084,2.908360385668942
ac,5.130593240701806,5.1509796650117075,5.117328051406925,4.98502720709913,4.973127473315196,5.115293445402987,5.134008850197514,5.083659971056042,4.931696900956237,5.210410977443926,5.135024051783388,5.185841891606921,5.133525240342881,5.105399445996137,5.028520093904562,5.374109938740201,5.345917435624392,4.8314126903947034,5.5436805503938436,5.029380905520068,5.0493594137632245,5.01805130207852,5.240112241600052,5.171108296682448,5.499442343000386,5.33719567949324,5.275762360403085,5.314870773312942,4.946622590437783,5.0419704192211485
mRpS26,4.040989576209057,4.119656605485169,3.8752873889114126,3.870761626040605,3.9462742969112474,3.950702514659817,4.049846535256212,3.9272662769879045,4.106540059048356,3.9557550959152117,3.9655636817917963,3.9167613407104382,3.855249526148125,3.849036284120884,3.9672143157966633,4.107180974552228,4.551983811372348,3.9093534952692877,4.185603461579491,3.785521473307856,3.790695318471648,3.918482194911107,3.9949180062771656,4.361494113986136,4.34524722341785,4.361020334499038,3.815638824812995,4.183210268709576,4.063018580212327,4.009984505904677
TC008143,4.22175585129588,4.010340920984207,4.084488965511976,4.049603387162947,4.205474209625054,4.252337246060771,4.208516089432104,4.210011823224205,4.113799095467336,4.114942751866888,4.12437156799513,3.9073832700093143,4.002112301216844,4.133741510293644,4.1173674790471235,4.274505748631443,4.126863588294029,4.447417790075054,4.444450851541784,4.467255256236185,3.737881749726817,3.918482194911107,4.297517835569162,4.222346878162355,4.4521298404793574,4.217830924993051,4.2292528607407505,4.362987011209599,4.230226964497625,4.283210508780324
TC032830,5.856344681992263,5.811701237801785,5.768823403948736,6.014422661561004,5.880380320279199,5.87387615881088,5.883511570157626,5.770835005618645,5.9476935548290495,5.855670788861463,5.949802606839038,5.983370743122283,6.022218947159122,5.889076495645132,6.000939152509304,6.256258908730991,5.692161989667533,6.276399260553021,6.034164711341539,6.0515894372850205,5.901330979104626,5.913118538942902,5.980348642654352,6.0118365027002465,5.873413457032263,6.133054734847168,5.966349237948866,5.881428429926045,5.928650452119859,6.1820486742077385
Arl2,4.587083157028699,4.455712509165289,4.369926923664986,4.3605689034547686,4.367713168184876,4.407111800170593,4.381327752129552,4.402351136305927,4.373500497064357,4.265648600392665,4.34721713888841,4.148950690884559,4.3753615092828415,4.431524635734433,4.399023153227741,4.654465341032194,4.3913242571920765,4.61467109637263,4.4187843582693,4.5424008996360135,4.2714645156744755,4.579888147186456,4.2064599995101135,4.745150005344888,4.4521298404793574,4.576243124548174,4.587716203937291,4.362987011209599,4.4254379174631815,4.694023494432232
Xbp1,5.535938510563324,5.616824145774742,5.592073472369989,5.53330178649424,5.617754278455272,5.684250080213212,5.620019144399577,5.660060488609186,5.593620518937985,5.538629539109539,5.657853253407122,5.713699375499632,5.541611249942484,5.555177074568419,5.544808468724785,5.725274618545501,5.660011688360739,5.653595094646689,5.677777947963162,5.575510856608516,5.6391641453522015,5.7149782156291655,5.6587942832188896,5.764065813530237,5.542942645460117,5.821626433698446,5.523530946472624,5.967706364651673,5.613303172126145,5.752721495972654
Polr2J,6.172794262812054,6.277851261128822,6.1010581389483685,6.158935855217796,6.141346862247345,6.148520148084823,6.121172929544956,6.192368440111674,6.089675043157325,6.148059848283761,6.155472406921814,6.172341182056102,6.1110082825219925,6.175453535782101,6.1922293433122135,6.2520027082414105,6.112215556184397,6.292966202373975,6.3802440940879706,6.046240150608217,6.148566420906855,6.286241056483889,6.346464801886045,6.111449044544464,6.288094400735991,6.228167627716436,6.318994488497352,6.269798557657987,6.215666784976325,6.136266068004287
TC012851,4.7740723534095935,4.890352009575993,5.131231067531374,4.9123431308807515,4.871221306193926,4.671563012276665,4.8020986279550755,4.813126441357592,4.834552675712261,4.784151323795667,4.700001690915333,4.7485648481780975,4.7446385743031065,4.887775223683563,4.721026008442172,5.23093282990918,5.323298777972404,5.05295991891345,5.131708948833636,4.833447986488249,4.801957101458818,4.929059333170608,4.859590111659665,4.796893605298884,5.303620578045401,4.554492936007506,5.275762360403085,4.8687034953563515,5.243765792444962,5.596806729110351
TC000383,5.430604626868094,5.389200576226498,5.282165515121969,5.46699937987094,5.392338139500482,5.3600203969164735,5.374105370427833,5.354661685274022,5.421541730729185,5.390092514595151,5.419224081213176,5.399954463386031,5.314404175173083,5.378057882611406,5.334636817845063,5.374109938740201,5.5009840974605755,5.71401352499104,5.5436805503938436,5.4762779362185805,5.39232756151232,5.392450665299808,5.251352248317411,5.425011493146196,5.259394860566656,5.593015883406112,5.548537894232039,5.443807143329173,5.541256147816903,5.530371162639715
dpn,4.704265924902335,4.762766088390098,4.1746807532888335,5.055510368105977,4.71555306996664,4.407111800170593,4.558612895524991,4.558781068532339,4.813219286946083,4.532959204159607,4.442418940157627,4.663815957877065,4.537756135790243,4.740959687706893,4.357251653409576,4.390741039763685,4.937239766995162,5.572546435977154,4.9351744092308225,4.634544402379924,4.682860792144655,4.989258375958103,5.094345206226192,4.937770649154803,4.810375876082206,4.697657029776921,5.059282063162734,5.116466597144925,5.472543351222227,4.589679106545607
Phf5a,6.096509065328715,6.130824506798111,5.985776838076764,6.141628735128982,6.064068422272222,6.046700423894665,5.98544689301184,6.06810579261563,6.015818492685857,6.055697119984481,6.055257426913307,6.02390278727168,6.064347196114391,6.009945914453632,6.028812195632685,6.100302757056229,6.201637785138257,6.2117076560143785,6.2048198704431305,6.062202923885504,6.113899003940447,6.038304666930093,6.072974618751907,6.15127888288474,6.208206539218652,6.232283225262503,6.201912665839752,6.10160651565168,6.211428995691703,6.154831384349266
Polr2K,5.7441113559738595,5.863457722694858,5.923986922082503,5.89954946900696,5.873020907008666,5.854080768671013,5.804572789377717,5.913807506668459,5.788959568344567,5.7882397373995955,5.826562657832545,5.849524004317672,5.850964606193497,5.828548490256645,5.770141492953295,5.973451560961616,6.091209287077659,6.078462766530414,5.936506859948539,5.755767355906468,5.816831662980296,5.783279845367228,5.9306060741635385,5.87865498962885,5.9888419023375725,6.027935294820271,6.034448024289489,6.016112129983431,5.9058538629510124,5.968327221830532
His2Av,8.444432764637783,8.439550625564875,8.39952438107013,8.479946643898952,8.461606698103356,8.444693708964332,8.373377910711797,8.38913633622679,8.410902894249938,8.413878648015528,8.370136059482197,8.39149291031315,8.397585466252528,8.443317676566071,8.367953106393902,8.510078194745,8.51610999119573,8.526227543541337,8.465953770683317,8.367965307448225,8.382163297077621,8.381396872250217,8.493536800748185,8.46790000790734,8.516405417924997,8.461471028344851,8.531017113473805,8.480638028490354,8.500653186726913,8.489029575263086
TC005398,9.029516400171525,9.057202544592494,9.023461576206154,9.074924459628182,9.057130809020574,9.064620549471286,8.996808515808462,9.017583029393846,8.992920255268967,9.013166597237884,9.031754892591223,9.017560696119265,9.0287248418705,9.021277779375486,8.992780233187846,9.085409956902891,9.082393495301918,9.124921518285499,9.085489705401613,8.970449062869928,9.016939189888936,9.014180477052825,9.050628136112412,9.067266964760682,9.062979389922313,9.043845171394334,9.081509300862132,9.150870914225287,9.130400093718894,9.107871002563375
Polr2L,5.586478973909972,5.6299779690110885,5.458079165387566,5.595480198277693,5.553775607066875,5.499347177264356,5.5026890776020645,5.483234360637408,5.5886680518724425,5.6157829043043295,5.50586617476881,5.512041991141525,5.528711197662614,5.530965473125383,5.527941588739452,5.725274618545501,5.556850843767539,5.811685941581679,5.647804949925961,5.3554569176205336,5.597815074253709,5.529068179733209,5.462195298396689,5.68428459881246,5.624647482711477,5.660721887477191,5.70095486729644,5.819475529996412,5.7833561337228145,5.7105986901310715
Dp,6.093333214229906,6.177245663587786,6.065897267715062,6.162541601888537,6.112699434687578,6.128778868587423,6.058361486271871,6.103742624366042,6.126105001285806,6.062348233366345,6.090818480921527,6.076946129210512,6.091125684121576,6.092132926693827,6.106993955586348,6.289671678423957,6.152948921317036,6.31329622090447,6.169333676053807,5.938756523329037,6.241466911049795,6.112242224573113,6.214784436815268,6.142563893575004,6.0522010459949005,6.1239421588126,6.239736605120072,6.206743079493156,6.163588055564972,6.150222268069474
fd102C,1.6537256657811548,2.1141786323333593,2.080614383105058,2.8949856260844538,2.736656438314406,2.3997218050966973,2.5077870397540822,2.1785911809379037,1.8421175028740129,2.9206192730363245,1.9317120086119555,1.6525654720555392,2.380339372480508,2.5594539014217634,2.62759127322305,3.04094699253053,3.288423904523787,2.9322444001132784,4.629035903975126,2.0539612368361797,3.623069855055995,3.1110776497429082,1.6612161629246978,3.8241871154332516,2.271962087616858,3.9750869216317715,3.815638824812995,3.833049549913753,3.61046013505192,4.36907136656292
Pfdn2,6.387059390501004,6.393904986580578,6.435991650464233,6.372033740656829,6.36481304968427,6.365258508435533,6.329947705239005,6.361859520076417,6.307739851496289,6.341957905948478,6.334062159452864,6.344479877556621,6.400465465905902,6.374742689475228,6.35273729833017,6.493361229068268,6.395436186893075,6.529614198551037,6.507142304174797,6.425546954335396,6.427154788466414,6.437841063669007,6.449403842987595,6.484036468760885,6.3658155144862585,6.472143270457535,6.473975977343834,6.514332279084889,6.4518575059305014,6.542571388310005
Polr2F,6.019643521496619,6.07693308635506,6.0915907618697736,6.043221119527857,6.087190001355295,6.062041357617233,5.969963538060958,5.982371147462155,5.908808404088782,6.060136107190507,6.009507924966928,5.9666864597780345,6.021085983559882,6.054479540397331,6.011482796477672,6.105254446392307,6.0254055804125155,6.128113022482597,6.2048198704431305,6.118645157644964,6.040736014174164,5.936046606597697,6.0531197811221045,6.2304898694734066,5.921195189843834,6.012704906090274,6.188979941101152,6.193640428120199,6.108647404567465,6.093189317395038
esc,5.713580667597975,5.628343172236411,5.5530018397600935,5.714964306865673,5.65365154756577,5.66632029649814,5.562172006324428,5.675980080590221,5.598548579894305,5.659700875390197,5.632178021505854,5.649793395656265,5.596820671346629,5.644994720836816,5.581302027579224,5.703368208248167,5.8458307970962125,5.669045358287712,5.8533548976626735,5.726661959112093,5.869670528544496,5.707884292028329,5.730525620305578,5.724970625529395,5.685521354219364,5.511985768781265,5.679521328392377,5.7465784865735605,5.597735317078599,5.724837686135828
Sox15,3.79936839520559,3.4923218885060137,3.7405640994326133,4.3329186173357765,4.292873639527876,3.950702514659817,3.8999556318781265,4.326143919851831,3.931853478315939,3.53245804906634,4.292889703692849,4.240802041627551,4.195553509323406,4.060321289619829,3.9305475175285784,4.8102653831278115,4.234392513503348,4.0347775513246855,4.249190716488238,4.440897198309545,4.391228518774548,4.0758766169298575,5.026723432893264,4.506356166937751,4.927253524478366,3.849810868653383,3.6651520315336357,4.605336001645034,3.9874323559880707,4.1559001810876435
TC015373,5.015974008171668,5.0714196513255985,5.139481032118215,5.128968387979836,4.679662056125222,5.376271160824765,5.091585043459089,4.990965115550439,5.1692544057975045,5.383579360096001,4.8910907480103,5.008301196097983,4.88467904669442,4.989043149841294,5.126346056825919,5.7180256724892455,5.264407218490819,4.8135391788662485,6.213498090915124,5.044099768147005,5.15990972189231,5.311159862039696,5.19384455898174,5.248933005395872,5.126605827975282,4.918975594405725,5.378445092821235,5.2147478323367675,5.15009995598244,5.331533846338448
Hinfp,3.927458902229428,4.0972168595850365,4.060610082526298,4.019376245405805,4.065666010417283,4.119952499838378,4.008044244802387,4.070766339911359,4.076965214665231,4.075445620595072,3.9569208021776476,4.031290232802821,3.976168486626484,4.112275844944794,3.9938582276995476,4.107180974552228,4.006363411736769,3.9093534952692877,4.392441703324787,4.233922810548535,4.362605195098378,4.302898820868757,4.2064599995101135,4.308135492129863,4.013948899709014,4.0135851558123425,4.398801006588254,4.183210268709576,4.1989474815051935,4.009984505904677
TfAP-2,4.255627667218322,4.445085245112678,4.5077797074601005,4.376799383332745,4.457823111228453,4.503244630861943,4.548718098918739,4.307701159906479,4.42248723437249,4.491309926856918,4.534225131115294,4.636924487636368,4.470596355786002,4.531476219198718,4.519981337608035,4.6957494312698165,4.600271646451668,4.498125474904259,5.2850154927628,5.1008999366146,4.908366995679358,4.959611776774783,4.808704821467886,4.937770649154803,4.862147401216887,5.100078640458834,4.473887089149408,4.978248495204939,4.884560668549182,4.497579033592404
ind,4.432238458921475,4.326097513796083,4.492206301966496,4.488396945441839,4.165545044015115,4.306634361036527,4.5029384146549685,4.230328080991481,4.453860726758578,4.304841658951962,4.387521288131105,4.490416063049247,4.421309379804175,4.360751984555113,4.483057845453026,4.543119930443292,4.474877006820956,4.073317663124982,5.024170160239825,4.656312188333298,4.661555708142924,4.4877978134643,4.617535484454106,4.796893605298884,4.615434624350286,4.4130092199737225,4.449479508570621,4.626629453555172,4.747530065220158,4.611437203738146
TC010699,4.695723590559047,4.735172363732367,4.870913627580327,4.774468012636591,4.8336467918859825,4.7461672354387865,4.8325044139611295,4.79423443468256,4.820381103920603,4.849406560466449,4.904640957779321,4.815352541218536,4.799957826875914,4.811683291434519,4.840641434195689,5.063774737884783,5.048595857014767,5.00944339220874,4.980661988649835,5.072903080572474,4.973495308694136,4.897543940032178,4.9691277565088745,4.8460910141371425,4.6780073495935,4.903585567165034,5.045763395225913,4.948155003668011,5.060264281629147,4.891223026944331
Awh,4.4210105521789265,4.257618944101188,4.369926923664986,4.464105213936385,4.492689620290915,4.227225343244946,4.415987643058238,4.435656083303429,4.236184464998285,4.285437129363943,4.358899316935923,4.234028440452846,4.633002274690136,4.595936431270735,4.509570147896726,4.735396504873257,4.501245429404183,4.569669334374894,4.709947824490951,4.589533578902806,4.391228518774548,4.848326497796207,4.574489258784229,4.361494113986136,4.477156263016151,4.678417685043671,4.670283395574282,4.306577744654123,4.521962374305042,4.52141140897662
fd59A,2.141668116626274,2.906715356226272,3.1338733293257834,2.941138992195164,3.050311327024643,3.0870131814217783,3.2544354886116027,2.8672926982586953,3.3319157924071994,3.1483145472626752,3.126298660572382,2.8571879360856456,2.905904216032778,3.5303358651349566,3.5486248038047976,4.469830097227296,3.7662836233192323,2.493706876281756,3.7877160811820865,3.972621590399589,2.8301445002946264,4.211833929836531,3.824064953572916,3.152641118905159,3.3765575214029697,3.47670203612676,3.1888353571142325,3.8785852853074725,2.9982220976861202,3.372658267144033
pan,6.884315064530327,6.754180897746305,6.837168378110616,6.863155618036997,6.772212098385457,6.776131210778956,6.821963654682628,7.024654147865934,6.913193770875884,6.8436844521894,6.889108732944642,6.879028310322462,6.915736568537246,6.888045642186764,6.909828134771599,7.395238001130325,7.006141493949946,6.923721816274362,7.1102524781908745,7.2849546666465255,6.957767327282541,7.328838179622108,7.01026852905384,6.9600589114287645,7.123288834716025,7.053477661502008,7.174481805179174,7.203540536471203,6.975328623279249,6.902864193047621
TC031421,5.26303781410776,5.324827872716488,5.337589036239939,5.332008687211619,5.362019684561191,5.200494945056827,5.306531588242853,5.303273256951931,5.346419148384278,5.3503616544704435,5.330969142317349,5.276098720091518,5.298186638684236,5.297379844931205,5.285285015856746,5.543605340415894,5.357037761761006,5.335482500709503,5.482772805924062,5.437603826877272,5.259446152946661,5.458533437859824,5.471206896895826,5.37912814811348,5.3664949299823945,5.366907181498224,5.4804107502755555,5.356342718370835,5.265872871183031,5.402297786260173
Hmx,3.35712362874573,3.293794148071843,3.0708801978335796,3.3882617267804616,2.8936933484759075,3.567189115989847,3.3244822122201896,3.057572754671047,3.0403265027650273,3.127741046350868,3.503460912085383,2.8571879360856456,2.5759611408614007,3.281840595438319,3.2659583955000375,3.812818795641218,3.449721048014456,3.1446753097897453,3.116963525933131,4.054496142737224,3.168959604468041,3.6231902198891794,4.033430431893746,3.7787063775911585,4.089571124328201,3.5982221772254483,4.197973834928042,3.7853409762103096,3.551524049494587,3.2954696777553703
prtp,5.715129543935771,5.655777655941176,5.641349546686209,5.667394041949565,5.665841504810065,5.687207370038201,5.5729416266738045,5.6056517710342515,5.632381309576085,5.6036216988747025,5.640272571994095,5.558292365069355,5.613999063135433,5.611645775890842,5.60081994051535,5.767698288006629,5.7309486841131765,5.74290678874369,5.576888696807776,5.926740127388198,5.796274395154917,5.769987637153962,5.8293103090001255,5.656210830387804,5.7359062719104426,5.710385080062377,5.762629684576651,5.780373576269866,5.7089837065249345,5.83832158982194
TC003355,2.6822844205978806,2.9312884505725867,2.463659913665283,2.769323166320777,2.5502801127351304,2.3997218050966973,2.5453457843907867,3.2536250585279314,2.62700086082034,2.5541203073055407,2.904164992772409,2.614549890263386,2.422645103491955,2.8276098315166505,2.843127711181954,3.04094699253053,3.651388649796954,3.2360613538961878,2.46715496664961,3.7327144034796897,3.4215732579347784,3.202329339824245,3.617881254676567,2.850087470824311,2.9121779638943477,2.2365264101728357,2.997282930133519,3.366707634714697,3.098582567558361,2.908360385668942
TC034534,6.239098295742241,6.13969420812666,6.1882317837797745,6.190928873670546,6.158149492367738,6.24431294778562,6.241574811344988,6.228461078125025,6.143359039261036,6.224186139996402,6.1988262318933245,6.2182325225524995,6.200163765480015,6.260835346554332,6.236930468764186,6.3140184228618415,6.2615839048932,6.288850126758044,6.234869764577503,6.195443116110284,6.26340349084334,6.198672855311423,6.357618625259364,6.314995977716675,6.284045154067722,6.244529354636422,6.231454055249734,6.2023945766708675,6.232440604675858,6.323679602108368
Pep,6.753535854149106,6.7547114870362135,6.6628522410401265,6.739737980828395,6.695182369914259,6.690577772978333,6.724148101103325,6.723096992558351,6.691947402195936,6.669534124028531,6.693584417284286,6.715839132270298,6.728783751811078,6.761906530601149,6.691077026297345,6.7620573981668155,6.834992355029261,6.827416542411391,6.741519541006514,6.732818814009307,6.777800373843317,6.677679152703008,6.782043863392903,6.87119970436799,6.820570565150312,6.727414648388353,6.674366073755265,6.8221752328647804,6.828560342658584,6.874162225474737
TC014168,5.16337146690275,5.057039065084151,5.15308150336182,5.008126824902543,5.155304667932912,5.064316112445229,5.208684704902992,5.28007951275254,5.135982828969841,5.17078697230378,5.140354513627569,5.1263862125965565,5.197523022100427,5.219226475942831,5.154195040404476,5.1572361988125595,5.400322221573297,5.173184245038376,5.295889486194726,5.044099768147005,5.349965813056326,5.372739050004988,5.284333557534883,5.301032938640329,5.3250209573663945,5.29615519893259,5.242782522155658,5.293471473556517,5.15009995598244,5.504274037379634
gcm,4.380689352123845,4.191015091177956,4.068633232945103,4.071688850522726,4.250128453372824,4.188333990200991,4.0580013190348385,4.175206349945062,3.9826000605068703,4.083470835160523,4.071609918710502,4.0478014504829565,4.122603512839596,4.105016993076436,4.028313880844251,4.444155861784104,4.690369207373842,4.421065945971399,4.279529682090463,4.297554957546868,4.333138373773702,4.53490268464371,4.326116660325354,4.436545976865691,4.501571625267173,4.361020334499038,4.197973834928042,4.6679025724437215,3.9473828661689874,4.39612803908089
croc,2.246314268416674,2.4785674029746163,2.980197326807017,2.2994503642630066,2.321023413425325,2.3997218050966973,1.654248490954899,2.0084029655195015,2.287452051463912,2.1506439483345168,2.3104487462989773,2.1940843526255627,2.7692326562697107,1.5117028996241046,2.4390844691261337,2.9291198865168306,2.85753615010508,3.468762333974348,4.217902421281257,2.0539612368361797,2.5169997798354964,3.434738768447209,2.8938569916914623,3.451333509649486,2.7863818924975994,3.4099145296398286,1.6542428844382906,3.2895360553367254,3.7689149067030336,2.2683416807259555
TC004945,5.951150244561475,5.886470845019332,5.90760633277883,5.837998374202872,5.859386350220435,5.914683678861379,5.893926593955652,5.9063090655925805,5.919564280871733,5.798361165255891,5.841176917716563,5.903439568283089,5.926018477552488,5.907264030137601,5.947728857137689,5.995742605242716,6.1479470688814235,5.965409047035202,6.059681058962487,6.1720711511527835,6.05152134063164,6.053535992954988,5.964041173204279,6.097811919141079,6.097217681272849,6.0228842286555935,5.893271910157923,5.7465784865735605,6.065365685394514,6.0222597752085525
Rfx,5.1579824988103145,5.171857415491714,5.171816662860754,5.239037398147556,5.100856906158949,5.283435349903661,5.270951457718844,5.209605597498268,5.174276262186593,5.292422512112955,5.229312655051906,5.211741183703459,5.242969210751945,5.256766357413776,5.37508243209392,5.602469749856365,5.684220798008184,5.2917358745281655,5.338240239047205,5.447413476392369,5.67105487522697,5.594953890029434,5.157682472424387,5.369693325489809,5.685521354219364,5.41454502242879,5.4804107502755555,5.154462890574885,5.436331270325739,5.538921020993455
Hey,5.559721737825901,5.550098180829263,5.562016757506274,5.395986822136641,5.490849247949834,5.4080012596639895,5.803155611994096,5.585109085547235,5.546414905266269,5.502545651111994,5.352699543261327,5.487118942117776,5.519393914202691,5.5854689875841235,5.541084782056058,5.602469749856365,5.760930016264297,5.72131548155445,5.755851999981766,5.7909968386273265,5.84360004838546,5.907303429863846,5.680859054684253,5.68428459881246,5.7429012711979714,5.6534214353211265,5.556736481832548,5.825846416056652,5.7229238913153955,5.6515242393003
acj6,3.860531170131335,3.9420532423918866,3.7405640994326133,3.7677142651092597,4.3106480867004855,3.7969644283338226,3.7460079977851035,4.12434919016199,4.084441329629115,3.9557550959152117,3.8755772951080925,3.829013579587725,4.04391008420016,3.7605381621113896,3.5622114636121687,4.070073296162765,4.3913242571920765,4.61467109637263,3.8809652961704333,4.093049548021206,4.2714645156744755,4.331499732064946,4.380971727382122,3.867689027969287,4.400115839479195,4.154273959410179,3.9864622062988277,4.183210268709576,4.28999539117493,4.448139523024137
Hesr,6.4601997737887356,6.845904785387516,6.547836781315327,6.715706246904703,6.754014025743283,6.595229449328082,6.427225579124818,6.569423802343192,6.659583200225636,6.577535993871535,6.441659700294732,6.520724839940366,6.511924523000318,6.472222629431059,6.465435343203991,6.831314596446475,7.11671211174023,7.328129635470843,7.166777910788082,6.767310365358513,7.207665407903708,7.345587439793672,6.950782505988774,6.5817498422529805,6.853248646135838,6.799826396902394,6.887594545691182,6.994100311997418,7.21047862865709,7.183742567261041
TC006580,6.809989976703168,7.049371480660883,6.973820305075756,6.9697950901073265,7.02766054420708,6.874044909096318,6.701304689666456,6.913316128247229,6.937969461202532,6.872598171030868,6.825131299838412,6.830072422022443,6.881325844176385,6.8034589689031035,6.72075447412335,7.141181633137793,7.448864874943111,7.448915071359029,7.35312616608989,7.055356665398841,7.287131592836852,7.54790107563249,7.2534352176124575,6.879612108764758,7.325723740169263,6.986222722841358,7.144897393957201,7.26713134028631,7.328353325177116,7.610636668490265
TC032655,3.9637837845452477,3.9331798306157784,3.8557057934561416,3.674711901692656,3.885272374493047,3.7969644283338226,3.7348506653274973,3.822077268331656,3.7924297608237905,3.777255069240027,3.8849491803241323,3.9712546419198214,3.9035023492175513,3.912831424052732,3.9581728868374175,3.9914525883718506,4.1998185101879395,4.1462091223864315,4.006319889971208,3.9290250992309432,3.9342149658027497,4.038789049911474,4.140795615932486,4.060659009481051,4.013948899709014,4.0135851558123425,3.767949236822888,4.277133170871446,4.098771856052136,4.009984505904677
D,4.981119487823937,5.062816139334761,4.852839103456424,4.774468012636591,4.976150577580155,4.963013643130078,4.8583716118792735,4.981521285020117,4.984543617887998,4.955098513087695,4.7522848015969394,4.9988562492008874,4.724115855206664,4.825955819905872,4.866607020812483,5.049680408127186,5.345917435624392,5.564068231163076,5.2850154927628,5.265953035045667,4.957606556636741,5.34242338069822,5.628596211610918,5.2381791867970104,5.3250209573663945,4.963773627192958,4.930483100492816,5.237879725680397,5.349715763414785,5.266619337320861
disco,4.281922576592238,4.455712509165289,4.404785806029466,4.544397006965188,4.3106480867004855,4.453801895808373,4.229259691991174,4.689793200049982,4.156280371335097,4.496611943308566,4.6875380319767554,4.536665292625017,4.562431567077104,4.721485894842904,4.499049423932526,4.715769441509594,4.867557144901239,4.657734611333418,4.649885872310234,5.289091166741925,4.594773634218043,5.0732633914342085,5.026723432893264,5.123757198222776,4.845186301353623,4.805912778947214,4.930483100492816,4.932761693639018,5.349715763414785,4.841180661425245
