gene_names,Nbs_type,Hox_7,Hox_9,Hox_10,Hox_4,Hox_6,Hox_2,Hox_3,Hox_5,Hox_1,Hox_8,No_hox_3,No_hox_2,No_hox_10,No_hox_6,No_hox_4,No_hox_8,No_hox_5,No_hox_7,No_hox_1,No_hox_9
tll,brain,2.74713394676141,2.9669240502671,3.15992561156794,2.98594972714066,2.91031859715809,2.98718240356802,2.73042695339684,3.16705979174373,2.78796727391775,2.74919948716789,3.25558635554991,4.41230047341895,4.43878373589275,4.58467538565521,4.59297532222938,4.36114592062647,4.19255700394353,4.43713509748146,4.50897313097494,4.54029568405192
scro,brain,4.78802346632462,4.79977190331527,5.03706138173749,4.60244488011161,4.89070625669478,4.80808328286502,4.85362792412739,5.04679230141183,4.66289019306636,4.80903165916703,5.08724386803449,5.80184252861583,5.71711962595706,6.06213328113582,6.00365647975008,5.83406275334548,5.77598886455642,5.98731442324659,5.93187738000229,5.8898133500144
bi,brain,7.59541067177386,7.63698476423985,7.72895747923924,7.5505276877905,7.82453441191185,7.60475073947884,7.64974416355531,7.5455990893561,7.65451499858271,7.56829283744015,8.06860863568043,8.03471442394907,7.98490575333782,8.13539980447983,8.31135596046561,8.23429996452123,8.09790314914793,8.06526670358719,8.09118558212364,8.13646969687794
erm,brain,2.88361451338969,2.67324271595086,2.94733342262509,3.11910403568086,2.85927227375662,3.05280765590381,3.29225621145116,2.63855059713969,2.91724656279217,3.28101274608,3.88368181411158,4.16092285411349,4.19841436961264,4.24402899994779,4.52624002671942,4.38747822304822,4.28957973481119,4.26249140717099,4.5841531210973,4.25616405167654
oc,brain,5.41806358765529,5.31026532474532,5.41357072475393,5.36583607909068,5.35486939605921,5.34672819463601,5.53194161665256,5.37026094326679,5.25774508767926,5.50182963982076,5.91482281915949,5.98160575698931,6.28168902862066,6.01393001534818,6.39418695913871,6.41918601978825,6.140071549371,6.13948521496034,5.95665826001001,6.24039090248447
dpn,brain,4.79559375150471,5.0271810244762,4.97354133506442,4.9394193046648,5.00114040894976,4.62812361563877,5.29550980788836,5.11036904722825,5.11490640055805,5.2532755015922,5.37687966057623,5.1941209961799,5.20352419033612,5.5972788225028,5.58622956766663,5.30670088049535,5.45869738134535,5.48192595892463,5.43937876841039,5.04231761495593
hry,brain,5.20708396225032,5.13864730794526,5.20401832310337,5.34586324569777,5.21613952606263,5.17976361707367,5.21839324376828,5.2584394774668,5.19261945184642,5.32255731362816,5.71203038943234,5.34099506473368,5.4255677053892,5.61950278387857,5.51179686050095,5.53711827613526,5.37900953571052,5.38326843188752,5.37581355302648,5.54508327793692
CG10336,brain,4.31006732076895,4.15792522257992,4.24936141539434,4.32745269102271,4.34182107400716,4.31114293651011,4.43939651854864,4.28304836855931,4.19007978156878,4.38320166856419,4.56648824671348,4.57176080205145,4.2641362825208,4.54255945812365,4.6755467874712,4.55461880776995,4.76980025660598,4.41006467434756,4.55971578579061,4.42103474233552
Hesr,brain,6.72293478313475,6.80751528015136,6.89172628255445,7.00407424256005,7.01039964410509,6.93896673181267,7.13710519480908,7.17497173374777,7.04241590370376,7.05733924220239,7.60445582675298,7.4837175140397,7.21531567689156,7.51169660888207,7.48215457402648,7.29341922055757,7.70313144077323,7.21530983349778,7.38156010556603,7.40528060181801
TC006580,brain,7.15792505677967,7.19488991867712,7.28361234426555,7.31839026563609,7.32390938047245,7.24214684854091,7.37491276327933,7.37808368358396,7.25172734163093,7.37276205783309,7.9253375020254,7.6363147526841,7.56526305629937,7.71937152166238,7.83626345456699,7.64561562762745,7.89212061853431,7.45084455027655,7.68297425497183,7.47815462967113
Xbp1,brain,6.00882074634297,6.00538248517632,6.04746048931507,6.09127448318094,5.90656889455247,5.9409198990718,6.00457707632637,5.978793401103,6.0007351761728,6.07715754618337,6.20029807132652,5.87309305835809,6.15083799670541,6.22265370336298,6.10824471080632,6.0330878807103,6.13033649939309,6.05840475555791,6.06664447674965,6.10420070215918
ind,brain,4.6755419102754,5.01531934700027,4.85427985938742,4.75516206294011,4.68559069964796,4.83694213778762,4.82804751830214,4.74221488344456,4.7244531894341,4.79021198599081,5.14172271612104,4.70925601151555,4.86676451818838,5.04044012983878,5.09106346073085,5.16196959000204,4.92817816490113,5.05482230922047,4.76073263120101,5.20522866865213
fkh,brain,4.5773329211536,4.69038374148423,4.56685043151954,4.54919629289068,4.5694866707414,4.57872653757139,4.69776912442007,4.41485320544364,4.70840340021342,4.59810613012441,4.90335658225073,4.550479348473,4.56412846479645,5.11595244422684,5.09106346073085,4.6589269189402,5.05057106956699,5.17668837956958,4.50897313097494,4.88013781219295
Snr1,brain,6.13698689192759,6.12141221726175,6.10549490721385,6.11855480450451,6.06281556807804,6.15833387659904,6.20739080792973,6.1199098694951,6.12782670993724,6.14214267483614,6.15321751715744,6.16863703570206,6.16519628091284,6.23460627540042,6.2775004204657,6.21584517546177,6.29252899831834,6.19164383948948,6.15574449424851,6.26873580089981
