gene_names,Hox_3,Hox_7,Hox_8,Hox_10,Hox_9,Hox_4,Hox_5,Hox_6,Hox_1,Hox_2,No_hox_9,No_hox_5,No_hox_2,No_hox_3,No_hox_8,No_hox_4,No_hox_6,No_hox_10,No_hox_1,No_hox_7
yps,8.750693448582458,8.815668966885687,8.79591915616789,8.77309672031236,8.785182502834145,8.807663995625811,8.751831959684951,8.787716833958427,8.758032746099012,8.760951380184915,8.713231782122326,8.752743815632313,8.704922807418123,8.744306088819862,8.702353496882337,8.749081547871715,8.704498636181917,8.733164846343023,8.817161720667864,8.708493108403488
vvl,6.000834239337807,6.052734732369196,5.964140052348443,6.072770148808531,5.999315478321181,6.043973205444994,6.086045618375231,6.021318819477958,5.993167371061113,6.025769050859245,5.805771502097378,5.774838221694036,5.969285332429506,5.901550952224348,5.8236459537803125,5.860718796149241,5.846906374497753,5.866260165498883,6.236255078156995,5.788307351019542
cwo,3.1187763087545672,3.3084912233289185,3.1503182383401604,3.079255595868074,2.7754926765457033,2.8845576252956757,3.1085202604562285,3.0789884651470443,3.0597768667154486,3.0923276590549693,2.227892247537219,2.777879341741464,2.8885003806674456,2.807133166167749,2.811323837687309,2.2660653884901047,2.682719331148127,2.7854251002158534,3.209571036164557,2.4907285987434427
cbt,4.9883292477621595,5.136710809470816,5.099386417773066,5.170234212722038,5.084482408722618,5.048577487537391,5.155994975266779,5.0120473070126375,5.169210853820312,5.144369797959478,4.878356353313312,5.104602964206265,4.853962772883966,4.884077886907627,4.999821633449135,4.587165553790484,4.591522116191304,4.987365979350866,4.982040492192325,4.991281793603182
Fer3,3.1986147491802526,3.357954278345311,3.5140574884068383,2.99265458351921,2.9803228878337666,2.804918666388856,3.1085202604562285,3.1962682898206194,3.101264318336714,3.1704388529689824,3.168457242330313,3.0152818442836176,2.2495190022736713,2.291805402300973,2.6671441722430798,2.46824686789095,1.7122838072778301,2.7854251002158534,2.4684253324834433,3.1415685258324566
en,3.8513638242083394,3.5344578785456084,4.040569778907722,3.5371231422854654,3.8985583777022894,3.695630826079862,3.9239852935020063,3.7165051780040086,4.126624519845897,3.9599023844526458,3.5299171226790955,3.290630164216066,3.1004495847648847,3.8646610385648454,3.324948963408188,3.1181037615066716,3.165813174509963,3.6357574212168684,3.44204389489488,3.860609325766089
sqz,7.059367807075112,6.9853043041533756,7.0808081822130875,7.020839882298078,7.1788627834182215,7.119804679375249,7.002627652976113,7.075406623058908,7.246240844493389,7.064065429351553,6.908599325223175,6.727405433324821,7.0386660106416175,6.922424310955332,6.935604429651647,6.7826702610851,6.822637167516566,6.9252777674217985,6.869577921788416,7.116387218291327
net,3.8001376991223466,4.017038078271889,4.206176558677744,4.0803871996256555,4.036478281506603,3.8527093409003457,4.089381208471257,4.05698385685129,3.8515298507455995,4.234199158573412,3.840345827049015,3.506299778968857,3.668020411419452,3.995567736030686,3.958181675319404,3.7387786947392265,3.678920664949411,3.7943139169021896,3.836785303989488,3.949748541841307
bin,3.880885453149494,4.008681276070772,4.111662655770188,3.859560960582584,3.4658912830134443,3.6251708162274756,3.5846221449911777,3.738193692575897,3.5897821887183685,4.001667309220968,3.168457242330313,2.465971010676446,1.996383252174583,3.3979100363866275,3.0491870147224454,3.630347167983656,2.8270538523888415,3.4472349282682804,3.5089012066691785,3.1415685258324566
TC033122,5.811768708605272,5.897888951641473,6.0244727978474115,5.939567956245487,5.787192602598504,5.829777338519649,5.840979940615243,5.747475340467001,5.9122050961451915,5.862977037535658,5.799520820549451,5.607740393101234,5.361664555794724,5.6699340789414645,5.94183403294792,5.797190411233719,5.611287652473012,5.7961500560596635,5.891225410367869,5.634667068025983
TC001226,6.945722179455714,7.01936032846503,6.971269186434675,6.987260687098518,6.968775408405987,7.013507531520731,6.996816572993108,6.967213441543076,6.971164762652504,6.941258529818638,6.914785127820534,6.882490678838729,6.926558193518616,6.904742330808856,7.012895561637356,6.9553720442164915,6.8422244960471765,6.888313849594373,7.007739036044618,6.937815164643109
crc,7.273413392575663,7.316795213202523,7.299702693045886,7.31911536663777,7.316982023114751,7.281777326250524,7.308336263002603,7.324794646651109,7.266319829176421,7.305618133767485,7.300540959932179,7.211061198656772,7.280437274276462,7.176437204083476,7.296323024159616,7.203953208880006,7.219460250905974,7.219099255001737,7.319346101814901,7.3012658725058275
TC008121,5.839504822010622,5.829635654161452,5.795159329576813,5.785856041321607,5.817489888418739,5.878235802414106,5.876062254115587,5.782803802955832,5.879912747908907,5.879376326036415,5.860336086073978,5.607740393101234,5.765564076444828,5.75089048254741,5.849714926325705,5.633663463612266,5.6910490622624295,5.691860258346754,5.810417463060723,5.781502366295149
fd96Ca,3.964555758066163,4.13466974062128,4.1992150826153285,4.049429215822124,4.33975318975656,4.092784226050577,4.197635830372916,3.9672876004831,4.203739802598805,4.2145566744883265,3.840345827049015,3.1157270983964245,4.135214664690089,4.2473382966493505,3.2412026461880976,3.8821337441624992,4.056470256750685,4.088568529547497,3.209571036164557,3.465616771613195
ftz-f1,6.176513155324153,6.1260534268436,6.151204628264818,6.15742154104549,6.23768015211746,6.22209941893416,6.23215064585696,6.179801310793944,6.093871707408739,6.217015039468897,5.92874541535005,5.979801072671899,6.147558768083712,6.109437546924376,6.113887015483773,6.100389878542089,6.202057517160077,6.166997814681614,5.943574263157081,5.979124700039094
TC004054,4.427417772247081,4.239909141133356,3.990201711555231,4.20221156269884,4.185793934731978,4.207861913345916,4.089381208471257,4.267225270844589,4.050953626749736,4.001667309220968,3.5888162953120797,3.568961055149806,4.291923759086723,3.816918826564864,4.151475818166893,4.118870278086925,4.09502497851538,4.192251317363183,3.5089012066691785,3.3939100467002867
TC001726,3.537125009211134,3.0603767905999777,3.1700628882235127,3.4262334849095466,3.5077423652402735,3.1319523039422528,3.5971697538462624,3.425962577940309,3.6384451485922717,3.3266400925424193,1.9754985875323547,2.777879341741464,3.275238013075745,3.2369181018533024,3.2412026461880976,2.7802117292123683,2.682719331148127,2.47333434625102,2.4684253324834433,2.8032448599644844
TC003413,5.239196615993823,5.125786624886128,5.3537578357315585,5.281670854897918,5.214055734457738,5.381954987311377,5.397233383444427,5.4746504651018935,5.077802022106411,5.167582564853191,4.743661038039198,5.167944094336187,5.164243276771393,5.095547798016049,4.836721278080984,5.275208893420893,5.207649054382646,4.926241237885402,5.025549069464157,4.84575094604007
CG13982,4.339450439078116,4.427584158263782,4.336104235279702,4.363835090480202,4.419707535160617,4.311052868313492,4.141361206513651,4.310517169998718,4.353820270465155,4.247083022287672,3.7471819592245117,4.116423957327959,4.064940127167641,4.111304568662357,3.9999452309359467,4.542176633985276,4.132148252075881,4.088568529547497,4.0462040890803745,4.362977217071541
tara,6.252632816981039,6.252087858964698,6.248483333676521,6.2854209349395855,6.262325095665782,6.239175570582307,6.28186885034352,6.238710178111529,6.267456075995639,6.276786793652859,6.023312412238113,6.20352871937064,6.259036691023692,6.157651316810641,6.12371762604213,6.2975646170644834,6.17879420270138,6.215905072404832,6.12923108981994,6.158217330232972
TC005661,5.752384987641039,5.529269255265561,5.700153328072414,5.9252173799065275,5.500997691374483,5.431126088077572,5.502759280947398,5.758916813082199,5.597356806657366,5.629039170644784,5.423352988380753,5.542391849256298,5.682454919714244,5.614780197517658,5.432758348375383,5.370053793389119,5.643959521300784,5.302605972733443,4.888896268481616,5.29962255820714
ab,6.349165654319417,6.420488371895735,6.368748375827854,6.447197998112536,6.390277410909064,6.333497752354599,6.340529546548037,6.397850155645444,6.371512273610413,6.437255868206834,6.327792543395243,6.303004349116464,6.302699353498365,6.34197150211841,6.39977961750777,6.236060474991535,6.374797853199856,6.185060231873724,6.201837572404081,6.22174466992421
exd,6.610810225447954,6.676029818269823,6.645165796539216,6.70749010882928,6.6317356097458795,6.623571178233532,6.675005725270704,6.683236742886028,6.62638660408394,6.625381549566472,6.6742674201250045,6.549957102697155,6.613918923512669,6.646683516982166,6.6424400716862815,6.47225969744443,6.511978946510215,6.4910772295203945,6.448801657024349,6.486691098720174
TC001789,3.5903802078254636,3.3252522273378338,3.655959568964448,3.7057550617318995,3.6237124234474956,3.4086663139811275,3.714679115037663,3.6003902626871622,3.397976736891639,3.605303224128425,3.4005637534726465,3.0152818442836176,3.352368185788642,3.5365418297729097,3.402220577089831,2.7802117292123683,3.0651283583019726,3.0229329090236066,2.4684253324834433,2.9291707713132094
Pdp1,4.444119362526079,4.438563404725975,4.41795030848671,4.497927620575885,4.321755568740407,4.347160064872707,4.660265672882329,4.556141708401915,4.567378444652064,4.562795136125731,4.296638842660432,4.184329390467374,4.523896284265132,4.33844885645388,4.219418727420903,4.15340065174918,4.09502497851538,4.372050992863623,4.250558946872568,3.5952337977075195
